grad_norm,loss,mse,param_norm,samples,step,train_loss_q0,train_loss_q1,train_loss_q3,train_mse_q0,train_mse_q1,train_mse_q3,train_loss_q2,train_mse_q2
0.011415116890523852,0.0132245859131217,0.0132245859131217,404.1884593281691,32,0,0.024542471393942833,0.0037516788579523563,6.172095163492486e-05,0.024542471393942833,0.0037516788579523563,6.172095163492486e-05,,
0.01677927143791907,0.003944389253151703,0.003944389253151703,404.42229051879946,32032,1000,0.012461720739832581,0.002937661694087241,2.7390040083536205e-05,0.012461720739832581,0.002937661694087241,2.7390040083536205e-05,0.00028667652570663835,0.00028667652570663835
0.01703527535253662,0.004365157965044989,0.004365157965044989,405.01508181387135,64032,2000,0.013748219635712251,0.0028435011491694546,2.7371203093349558e-05,0.013748219635712251,0.0028435011491694546,2.7371203093349558e-05,0.0003415801825097891,0.0003415801825097891
0.01587212477198303,0.004022502811465521,0.004022502811465521,405.4222150462722,96032,3000,0.012902990005803663,0.0027155634241840827,2.5301203711222398e-05,0.012902990005803663,0.0027155634241840827,2.5301203711222398e-05,0.00031760613193903767,0.00031760613193903767
0.01577645505822842,0.004093389266743089,0.004093389266743089,405.86492625371733,128032,4000,0.013413057123239027,0.00269458392161962,2.5529329485960965e-05,0.013413057123239027,0.00269458392161962,2.5529329485960965e-05,0.0002794369718093802,0.0002794369718093802
0.01665329771336574,0.0039311005728195625,0.0039311005728195625,406.372843253927,160032,5000,0.012904769829887823,0.0026262251519391902,2.7515563939838712e-05,0.012904769829887823,0.0026262251519391902,2.7515563939838712e-05,0.000310949174031667,0.000310949174031667
0.01624808510575074,0.003719304567239305,0.003719304567239305,406.89341622521323,192032,6000,0.012274024376273472,0.0027395723775289755,2.4987654188950955e-05,0.012274024376273472,0.0027395723775289755,2.4987654188950955e-05,0.0002883027262986932,0.0002883027262986932
0.017116431744475073,0.004082123817067447,0.004082123817067447,407.65913074348185,224032,7000,0.013171175136823754,0.002702943933169288,2.7396186126335095e-05,0.013171175136823754,0.002702943933169288,2.7396186126335095e-05,0.0003128438601288963,0.0003128438601288963
0.015847883598710474,0.003955046183069491,0.003955046183069491,408.1219042770208,256032,8000,0.013023447585576445,0.0026281931135583815,2.5191689908170885e-05,0.013023447585576445,0.0026281931135583815,2.5191689908170885e-05,0.0003152985401040749,0.0003152985401040749
0.016153326637090695,0.003736431918052407,0.003736431918052407,408.5612955826648,288032,9000,0.01204309121286759,0.002651202897030553,2.6363354333025843e-05,0.01204309121286759,0.002651202897030553,2.6363354333025843e-05,0.0002979267272715548,0.0002979267272715548
0.0159408507356626,0.004021315739326387,0.004021315739326387,409.0736958803089,320032,10000,0.013079351670921445,0.0028361428156841503,2.5214503067353985e-05,0.013079351670921445,0.0028361428156841503,2.5214503067353985e-05,0.00032234466281131437,0.00032234466281131437
0.016638870462144253,0.0040636218755771515,0.0040636218755771515,409.46877006308875,352032,11000,0.013136584575828824,0.002939373540071356,2.578009154035611e-05,0.013136584575828824,0.002939373540071356,2.578009154035611e-05,0.0003187674928713765,0.0003187674928713765
0.015731369565867962,0.004417437615699766,0.004417437615699766,409.9534794181524,384032,12000,0.014157597986206394,0.0027808238010310522,2.642136563820481e-05,0.014157597986206394,0.0027808238010310522,2.642136563820481e-05,0.0003197439168978235,0.0003197439168978235
0.016312321420504802,0.004204464172975351,0.004204464172975351,410.5104929896461,416032,13000,0.013818265764915842,0.0027295991061950463,2.500394614681195e-05,0.013818265764915842,0.0027295991061950463,2.500394614681195e-05,0.0003204665779049263,0.0003204665779049263
0.01595811225994213,0.004118517316816914,0.004118517316816914,410.90777075443606,448032,14000,0.013096410666250332,0.0026578807445987243,2.5875297829628265e-05,0.013096410666250332,0.0026578807445987243,2.5875297829628265e-05,0.0003304425137383445,0.0003304425137383445
0.016292178416130544,0.003971063957214933,0.003971063957214933,411.31733359489743,480032,15000,0.012519983693222048,0.0026286587248332553,2.490217719342888e-05,0.012519983693222048,0.0026286587248332553,2.490217719342888e-05,0.00030888080510529,0.00030888080510529
0.01609991627764883,0.003571104009506592,0.003571104009506592,411.7586905804708,512032,16000,0.011495650005693615,0.0027621454303327457,2.5579571501384025e-05,0.011495650005693615,0.0027621454303327457,2.5579571501384025e-05,0.0003118869464953885,0.0003118869464953885
0.015568655321907642,0.004092818159361744,0.004092818159361744,412.2022496300984,544032,17000,0.013347727927421432,0.002596315339767619,2.5322968994712932e-05,0.013347727927421432,0.002596315339767619,2.5322968994712932e-05,0.0002940648901724316,0.0002940648901724316
0.015912861451460238,0.004210380213989999,0.004210380213989999,412.67877560639636,576032,18000,0.013301205298119196,0.0028538432680416206,2.406143697369462e-05,0.013301205298119196,0.0028538432680416206,2.406143697369462e-05,0.00030767664184000313,0.00030767664184000313
0.016107183975634345,0.004384980450956384,0.004384980450956384,413.2207064024113,608032,19000,0.013976878641983706,0.0027050857215289445,2.738032316592009e-05,0.013976878641983706,0.0027050857215289445,2.738032316592009e-05,0.00032142558544284245,0.00032142558544284245
0.015953495958887003,0.004144343984980869,0.004144343984980869,413.7758596189447,640032,20000,0.013460256711191705,0.002821290758328061,2.458870954667359e-05,0.013460256711191705,0.002821290758328061,2.458870954667359e-05,0.0003071006126097191,0.0003071006126097191
0.016129935973597038,0.0039860709359099975,0.0039860709359099975,414.1592509962529,672032,21000,0.012797009762173453,0.002869159632597505,2.460517197550741e-05,0.012797009762173453,0.002869159632597505,2.460517197550741e-05,0.000316134957972974,0.000316134957972974
0.01585288517975185,0.003989446004754426,0.003989446004754426,414.6046437559004,704032,22000,0.013354718340406477,0.0026071661009495393,2.4847520681713363e-05,0.013354718340406477,0.0026071661009495393,2.4847520681713363e-05,0.00028536638609029234,0.00028536638609029234
0.015830340314112318,0.003861324060515471,0.003861324060515471,415.13614302057516,736032,23000,0.012719430460677007,0.002505143417098495,2.5054378484502383e-05,0.012719430460677007,0.002505143417098495,2.5054378484502383e-05,0.00029448554215444263,0.00029448554215444263
0.01627163898938128,0.003929532443861722,0.003929532443861722,415.5877395379312,768032,24000,0.012193568926667625,0.0028964541368039945,2.6018115241977803e-05,0.012193568926667625,0.0028964541368039945,2.6018115241977803e-05,0.0003295160858475413,0.0003295160858475413
0.015271912638382444,0.0040489986646289325,0.0040489986646289325,416.0227624364161,800032,25000,0.013039674691311898,0.0027017938885266274,2.4016936164351753e-05,0.013039674691311898,0.0027017938885266274,2.4016936164351753e-05,0.00029063126631990094,0.00029063126631990094
0.016217107908573364,0.004061231055959066,0.004061231055959066,416.580996151707,832032,26000,0.012907408532058845,0.002657481226953031,2.6351290300712362e-05,0.012907408532058845,0.002657481226953031,2.6351290300712362e-05,0.0003321497966300146,0.0003321497966300146
0.016022345152607195,0.003877295417104505,0.003877295417104505,417.15677526264295,864032,27000,0.012376161189178577,0.00255328264162724,2.564024261865157e-05,0.012376161189178577,0.00255328264162724,2.564024261865157e-05,0.0002973623647230758,0.0002973623647230758
0.01606062732854933,0.003831895437608184,0.003831895437608184,417.65258740651626,896032,28000,0.012650070565807454,0.0026897856162129328,2.7612008330516726e-05,0.012650070565807454,0.0026897856162129328,2.7612008330516726e-05,0.00033278798018828034,0.00033278798018828034
0.015001342132728693,0.003963599577486097,0.003963599577486097,418.1059673080845,928032,29000,0.012930241284157267,0.002779472945921163,2.4985718152767355e-05,0.012930241284157267,0.002779472945921163,2.4985718152767355e-05,0.0002967372941615367,0.0002967372941615367
0.015015423982348038,0.0039752542184278246,0.0039752542184278246,418.4725212569749,960032,30000,0.012956503950509382,0.0027383728877168447,2.4784106188339075e-05,0.012956503950509382,0.0027383728877168447,2.4784106188339075e-05,0.0003259892507957749,0.0003259892507957749
0.015708905262678142,0.003937807744895495,0.003937807744895495,418.87433105216564,992032,31000,0.012471118594559391,0.0027899129790593166,2.415853928428798e-05,0.012471118594559391,0.0027899129790593166,2.415853928428798e-05,0.00030666289979719284,0.00030666289979719284
0.015736891813263574,0.003986771120240523,0.003986771120240523,419.3672159853559,1024032,32000,0.013303384922976138,0.0026618019333424477,2.49587541593923e-05,0.013303384922976138,0.0026618019333424477,2.49587541593923e-05,0.0002895233217114334,0.0002895233217114334
0.015340603001563041,0.0039504922875275884,0.0039504922875275884,419.92014232128486,1056032,33000,0.012478006393455955,0.002645527609702506,2.5780750114834617e-05,0.012478006393455955,0.002645527609702506,2.5780750114834617e-05,0.000323339569902961,0.000323339569902961
0.01494299791735202,0.0038414535640222355,0.0038414535640222355,420.37178047812057,1088032,34000,0.012390575401912445,0.00265909208900615,2.3536241948458626e-05,0.012390575401912445,0.00265909208900615,2.3536241948458626e-05,0.0002996119023553827,0.0002996119023553827
0.016106977006898768,0.003670421765212268,0.003670421765212268,420.8106396383487,1120032,35000,0.012113619492269733,0.0025645285796397892,2.6132472177245667e-05,0.012113619492269733,0.0025645285796397892,2.6132472177245667e-05,0.0002931309940963725,0.0002931309940963725
0.014923022895174033,0.003864223785266401,0.003864223785266401,421.23864864737993,1152032,36000,0.01252224391660824,0.0027355916291106524,2.5519295559071694e-05,0.01252224391660824,0.0027355916291106524,2.5519295559071694e-05,0.0003065683490677555,0.0003065683490677555
0.015985846763868522,0.003850869932785815,0.003850869932785815,421.6384913079632,1184032,37000,0.01272175668859625,0.0025575256005439585,2.5738218512952785e-05,0.01272175668859625,0.0025575256005439585,2.5738218512952785e-05,0.0002957757711423173,0.0002957757711423173
0.01573508973404822,0.004084010152417243,0.004084010152417243,422.1225982988252,1216032,38000,0.013327095279329048,0.0027475773518363432,2.6701850824434754e-05,0.013327095279329048,0.0027475773518363432,2.6701850824434754e-05,0.0002913766642859212,0.0002913766642859212
0.015106349901297172,0.004090211619204191,0.004090211619204191,422.5886786579982,1248032,39000,0.013259206303444597,0.002558254585794614,2.4762700502652664e-05,0.013259206303444597,0.002558254585794614,2.4762700502652664e-05,0.00030683919964507515,0.00030683919964507515
0.01603172674110089,0.004044177429667797,0.004044177429667797,423.0361379196648,1280032,40000,0.013129591984338686,0.0027362905097324222,2.5364433705292542e-05,0.013129591984338686,0.0027362905097324222,2.5364433705292542e-05,0.0003099011603774123,0.0003099011603774123
0.015474059630150932,0.0038932719550493844,0.0038932719550493844,423.5557252470541,1312032,41000,0.012170536766683846,0.0026708144647882444,2.600063157108442e-05,0.012170536766683846,0.0026708144647882444,2.600063157108442e-05,0.0003051195445738417,0.0003051195445738417
0.014546061592570273,0.00402933567361834,0.00402933567361834,424.1355921604646,1344032,42000,0.013298727781017317,0.0025276158985125313,2.4126921771767272e-05,0.013298727781017317,0.0025276158985125313,2.4126921771767272e-05,0.0003053315236702441,0.0003053315236702441
0.01525784898805002,0.0038881118466924844,0.0038881118466924844,424.48116726956795,1376032,43000,0.012979809833299868,0.0024340842402313483,2.5723323348054614e-05,0.012979809833299868,0.0024340842402313483,2.5723323348054614e-05,0.0003332325983143094,0.0003332325983143094
0.015416928304045804,0.004091924723802542,0.004091924723802542,424.9170053159065,1408032,44000,0.012929282951553198,0.0027758972880498048,2.5149857504062568e-05,0.012929282951553198,0.0027758972880498048,2.5149857504062568e-05,0.00028744140945150714,0.00028744140945150714
0.014900662890680991,0.003844895189477933,0.003844895189477933,425.40611212533116,1440032,45000,0.012510526752804915,0.002639384250216659,2.4272553599352284e-05,0.012510526752804915,0.002639384250216659,2.4272553599352284e-05,0.0003097702609253473,0.0003097702609253473
0.014803509563744436,0.003882362852160443,0.003882362852160443,425.85741567813864,1472032,46000,0.012336260470708958,0.0025770256989351855,2.36865436804432e-05,0.012336260470708958,0.0025770256989351855,2.36865436804432e-05,0.00032417472784578044,0.00032417472784578044
0.015853000473789083,0.003911477944917349,0.003911477944917349,426.36821900037813,1504032,47000,0.012494573977026167,0.0027070293408302734,2.57943208110132e-05,0.012494573977026167,0.0027070293408302734,2.57943208110132e-05,0.00032182113063389646,0.00032182113063389646
0.014672021852451717,0.003908719912225018,0.003908719912225018,426.7922391290791,1536032,48000,0.012589247871838178,0.0026980031223702012,2.3854484888826776e-05,0.012589247871838178,0.0026980031223702012,2.3854484888826776e-05,0.0003038628476453421,0.0003038628476453421
0.014966062360494069,0.0037685060514449998,0.0037685060514449998,427.1940942539642,1568032,49000,0.012239273414742765,0.00257695856714346,2.4182256649335122e-05,0.012239273414742765,0.00257695856714346,2.4182256649335122e-05,0.00028872070983410546,0.00028872070983410546
0.015020955377775175,0.003773214246698447,0.003773214246698447,427.5816873653152,1600032,50000,0.012220587058580722,0.0026897174671822407,2.5412783375112446e-05,0.012220587058580722,0.0026897174671822407,2.5412783375112446e-05,0.00030643390846645083,0.00030643390846645083
0.015376874255241927,0.003842406767831568,0.003842406767831568,428.0134911085579,1632032,51000,0.012621963981169776,0.00252334393492515,2.564143863806604e-05,0.012621963981169776,0.00252334393492515,2.564143863806604e-05,0.0002971112207336328,0.0002971112207336328
0.014470601739001108,0.004002166618884983,0.004002166618884983,428.4447691786791,1664032,52000,0.013660525647082493,0.002629035609089271,2.2843753495028238e-05,0.013660525647082493,0.002629035609089271,2.2843753495028238e-05,0.0002977475235428965,0.0002977475235428965
0.015744068114601065,0.00412440293353574,0.00412440293353574,428.86790041424575,1696032,53000,0.013567011693147737,0.0025469615547753202,2.4802679809831922e-05,0.013567011693147737,0.0025469615547753202,2.4802679809831922e-05,0.00030160897130000427,0.00030160897130000427
0.014412110046756953,0.004078002600648686,0.004078002600648686,429.295716397405,1728032,54000,0.01264211678867012,0.0027773411258089297,2.3799310929101493e-05,0.01264211678867012,0.0027773411258089297,2.3799310929101493e-05,0.0003090364917213933,0.0003090364917213933
0.014749390824590557,0.00386159369702089,0.00386159369702089,429.90274023812964,1760032,55000,0.012286825518964893,0.0027426774971939833,2.449733486753895e-05,0.012286825518964893,0.0027426774971939833,2.449733486753895e-05,0.0003337807436409214,0.0003337807436409214
0.014202865947030319,0.0037677364795354155,0.0037677364795354155,430.4700935347405,1792032,56000,0.012305252986055337,0.0026701349239770054,2.157080731274426e-05,0.012305252986055337,0.0026701349239770054,2.157080731274426e-05,0.00032504885062307055,0.00032504885062307055
0.01521842081435313,0.0038178737016842223,0.0038178737016842223,430.895158661757,1824032,57000,0.012554938565923237,0.0025864676817673408,2.3745847749543945e-05,0.012554938565923237,0.0025864676817673408,2.3745847749543945e-05,0.00029850906526965434,0.00029850906526965434
0.014367099998348717,0.003947720282913901,0.003947720282913901,431.26138690252793,1856032,58000,0.012796977252749708,0.0026390414423897255,2.4398623548222515e-05,0.012796977252749708,0.0026390414423897255,2.4398623548222515e-05,0.00031369773868747413,0.00031369773868747413
0.016377400496102604,0.0038915665644835853,0.0038915665644835853,431.7183291846529,1888032,59000,0.012824327708365403,0.002641859441506982,2.6582578793049222e-05,0.012824327708365403,0.002641859441506982,2.6582578793049222e-05,0.0003217045313152406,0.0003217045313152406
0.014475284024333263,0.0037924615797455827,0.0037924615797455827,432.3611245329674,1920032,60000,0.0127441296869227,0.002717544783296563,2.3272545192514794e-05,0.0127441296869227,0.002717544783296563,2.3272545192514794e-05,0.00032484477298464143,0.00032484477298464143
0.014042878582758635,0.0037183984142693622,0.0037183984142693622,432.7244400485871,1952032,61000,0.01213464662056251,0.0026820714000076345,2.266293890247043e-05,0.01213464662056251,0.0026820714000076345,2.266293890247043e-05,0.00034638364756562734,0.00034638364756562734
0.014272826518120158,0.0039815496035680515,0.0039815496035680515,433.14341628044104,1984032,62000,0.012609284439748398,0.002694185706418833,2.311509078767983e-05,0.012609284439748398,0.002694185706418833,2.311509078767983e-05,0.0003273479964155412,0.0003273479964155412
0.014657819438360606,0.0038301346157149935,0.0038301346157149935,433.5420001364731,2016032,63000,0.012447198351256778,0.0025872173642457062,2.4189823342763422e-05,0.012447198351256778,0.0025872173642457062,2.4189823342763422e-05,0.000295050132195109,0.000295050132195109
0.015045671675624352,0.003802746306765584,0.003802746306765584,433.9172552475644,2048032,64000,0.012351402055166516,0.002619972692268937,2.404096288970084e-05,0.012351402055166516,0.002619972692268937,2.404096288970084e-05,0.0003075920966474498,0.0003075920966474498
0.014471558053831463,0.0038884610792765703,0.0038884610792765703,434.2928925911347,2080032,65000,0.0122077769754427,0.0025995093426261938,2.504541783609802e-05,0.0122077769754427,0.0025995093426261938,2.504541783609802e-05,0.00029726882460432715,0.00029726882460432715
0.013898590191660277,0.0036435814154183485,0.0036435814154183485,434.75956177383387,2112032,66000,0.012322013230872264,0.0025238397538432326,2.3877407190147874e-05,0.012322013230872264,0.0025238397538432326,2.3877407190147874e-05,0.0003002573363231007,0.0003002573363231007
0.013898132668228811,0.003933904162458936,0.003933904162458936,435.1912304110719,2144032,67000,0.012144090207520114,0.0027789208380731532,2.239291669812367e-05,0.012144090207520114,0.0027789208380731532,2.239291669812367e-05,0.000311774498415853,0.000311774498415853
0.014975156645751999,0.0037848476264025588,0.0037848476264025588,435.5954276748883,2176032,68000,0.011814347910539449,0.002537231639716219,2.284910486739534e-05,0.011814347910539449,0.002537231639716219,2.284910486739534e-05,0.0002928588334109433,0.0002928588334109433
0.014391364816179036,0.004003796121613048,0.004003796121613048,435.9905923775346,2208032,69000,0.012966308006716859,0.0027101448223020904,2.388113166919765e-05,0.012966308006716859,0.0027101448223020904,2.388113166919765e-05,0.0003083774288987088,0.0003083774288987088
0.014496102822951107,0.003707293926729563,0.003707293926729563,436.4064870224859,2240032,70000,0.011998616076071944,0.002631124865679295,2.3633320823007272e-05,0.011998616076071944,0.002631124865679295,2.3633320823007272e-05,0.00032549085718330855,0.00032549085718330855
0.014247753224619972,0.00395451526008128,0.00395451526008128,436.84183719573804,2272032,71000,0.01237992483194007,0.0028698675561334604,2.3768332257249037e-05,0.01237992483194007,0.0028698675561334604,2.3768332257249037e-05,0.0003114705061903893,0.0003114705061903893
0.013749869356201889,0.0038536372489888916,0.0038536372489888916,437.3536039555044,2304032,72000,0.013137265259573795,0.0025355630022177353,2.2228482469336446e-05,0.013137265259573795,0.0025355630022177353,2.2228482469336446e-05,0.00029129867488768545,0.00029129867488768545
0.015203425702855397,0.003960774489341017,0.003960774489341017,437.989646967652,2336032,73000,0.013264924773193335,0.0024240418741566126,2.4277929032136175e-05,0.013264924773193335,0.0024240418741566126,2.4277929032136175e-05,0.00034620278229015517,0.00034620278229015517
0.01425829163396535,0.003910306850597408,0.003910306850597408,438.4086717107918,2368032,74000,0.012353233635376248,0.0026980279364974416,2.3853741316223004e-05,0.012353233635376248,0.0026980279364974416,2.3853741316223004e-05,0.0002953985239825523,0.0002953985239825523
0.013906791125165966,0.003909025610715609,0.003909025610715609,438.8023627465823,2400032,75000,0.012624239940414679,0.0027266504283419224,2.2350656622463848e-05,0.012624239940414679,0.0027266504283419224,2.2350656622463848e-05,0.0002903253899651062,0.0002903253899651062
0.013732253086090218,0.003920979399632412,0.003920979399632412,439.17723157628075,2432032,76000,0.01274963720556127,0.0027003236185346633,2.3637520634898018e-05,0.01274963720556127,0.0027003236185346633,2.3637520634898018e-05,0.00032137532943660277,0.00032137532943660277
0.014300898785699576,0.0038555433482874834,0.0038555433482874834,439.56926886873015,2464032,77000,0.012869927614300112,0.0026607084489626573,2.3559353325666308e-05,0.012869927614300112,0.0026607084489626573,2.3559353325666308e-05,0.0003009372931572092,0.0003009372931572092
0.013948822153302688,0.004005017516297802,0.004005017516297802,440.06131471109387,2496032,78000,0.013242911987569368,0.002713762143795034,2.289043596376216e-05,0.013242911987569368,0.002713762143795034,2.289043596376216e-05,0.00030988760074518494,0.00030988760074518494
0.014038689349601688,0.003840352306827297,0.003840352306827297,440.4839634798175,2528032,79000,0.012363648984716761,0.0024936434250053055,2.437832128277607e-05,0.012363648984716761,0.0024936434250053055,2.437832128277607e-05,0.000281282570592132,0.000281282570592132
0.014459760205421867,0.004076099496254764,0.004076099496254764,440.8764834219564,2560032,80000,0.013092814355027863,0.002587957911608985,2.382900950808136e-05,0.013092814355027863,0.002587957911608985,2.382900950808136e-05,0.00029422156334536065,0.00029422156334536065
0.014156184262103032,0.003990880895376002,0.003990880895376002,441.34527951246264,2592032,81000,0.01276422660344814,0.0025861570353063836,2.2127257119220514e-05,0.01276422660344814,0.0025861570353063836,2.2127257119220514e-05,0.00030378893345919784,0.00030378893345919784
0.014290472482094039,0.004115704609477688,0.004115704609477688,441.76674178725256,2624032,82000,0.013083799068805874,0.0026690541592117516,2.4201970084195106e-05,0.013083799068805874,0.0026690541592117516,2.4201970084195106e-05,0.0003059168286327484,0.0003059168286327484
0.01371225636516538,0.0038750092534910402,0.0038750092534910402,442.1682610448497,2656032,83000,0.01244025253358036,0.0026159167847369484,2.3516631826067973e-05,0.01244025253358036,0.0026159167847369484,2.3516631826067973e-05,0.000306156698290754,0.000306156698290754
0.014430880664510329,0.0039572166014331745,0.0039572166014331745,442.5368756683461,2688032,84000,0.013389485347836825,0.0026638538194144125,2.4117810732705443e-05,0.013389485347836825,0.0026638538194144125,2.4117810732705443e-05,0.0002997984278330015,0.0002997984278330015
